2016-03-19T18:13:50Z,144.842636,-37.671970,383.750641,171.162659,0.669313,-0.366132
2016-03-19T18:13:51Z,144.842636,-37.671970,383.750641,171.162659,0.669313,-0.366132
2016-03-19T18:13:52Z,144.842651,-37.672043,383.512543,171.052063,0.571428,-0.365735
2016-03-19T18:13:53Z,144.842667,-37.672161,383.116180,171.099625,0.398686,-0.405683
2016-03-19T18:13:54Z,144.842697,-37.672272,382.702026,171.302475,0.317022,-0.437359
2016-03-19T18:13:55Z,144.842712,-37.672398,382.213531,171.618713,0.304658,-0.403945
2016-03-19T18:13:56Z,144.842743,-37.672520,381.760742,172.010132,0.267271,-0.365540
2016-03-19T18:13:57Z,144.842758,-37.672638,381.366791,172.438309,0.236603,-0.391949
2016-03-19T18:13:58Z,144.842773,-37.672756,380.971771,172.617279,0.309223,-0.294580
2016-03-19T18:13:59Z,144.842804,-37.672882,380.631958,172.568375,-0.036269,-0.151304
2016-03-19T18:14:00Z,144.842819,-37.673004,380.366913,171.878235,0.036061,-0.135877
2016-03-19T18:14:01Z,144.842850,-37.673122,380.148468,170.287766,0.355605,-0.120823
2016-03-19T18:14:02Z,144.842865,-37.673241,379.952850,168.441696,0.583126,-0.139760
2016-03-19T18:14:03Z,144.842896,-37.673355,379.741699,166.792114,0.595481,-0.175577
2016-03-19T18:14:04Z,144.842941,-37.673473,379.482544,165.940216,0.400701,-0.164936
2016-03-19T18:14:05Z,144.842972,-37.673584,379.240845,166.389389,-0.009288,-0.123621
2016-03-19T18:14:06Z,144.843002,-37.673706,379.032532,167.952255,-0.448487,-0.112194
2016-03-19T18:14:07Z,144.843048,-37.673828,378.836426,169.950851,-0.668194,-0.149236
2016-03-19T18:14:08Z,144.843063,-37.673935,378.632385,171.207153,-0.597019,-0.186835
2016-03-19T18:14:09Z,144.843094,-37.674049,378.375214,172.088516,-0.390842,-0.164240
2016-03-19T18:14:10Z,144.843109,-37.674171,378.114594,172.763351,-0.282243,-0.108370
2016-03-19T18:14:11Z,144.843124,-37.674294,377.907806,173.254562,-0.242795,-0.081349
2016-03-19T18:14:12Z,144.843140,-37.674412,377.707062,173.417114,-0.161390,-0.104486
2016-03-19T18:14:13Z,144.843155,-37.674534,377.454498,173.477493,-0.056243,-0.099065
2016-03-19T18:14:14Z,144.843185,-37.674660,377.171722,172.268173,0.218511,-0.053534
2016-03-19T18:14:15Z,144.843201,-37.674786,376.921692,171.604507,0.229324,-0.017132
2016-03-19T18:14:16Z,144.843231,-37.674923,376.632629,171.446472,0.205094,-0.267085
2016-03-19T18:14:17Z,144.843262,-37.675056,376.169525,171.572830,0.409295,-0.324671
2016-03-19T18:14:18Z,144.843277,-37.675201,375.619690,171.881760,0.308086,-0.304804
2016-03-19T18:14:19Z,144.843307,-37.675339,375.095062,172.149384,0.279644,-0.253558
2016-03-19T18:14:20Z,144.843338,-37.675488,374.594696,172.185104,0.317046,-0.272175
2016-03-19T18:14:21Z,144.843353,-37.675636,374.067993,172.294418,0.320296,-0.323099
2016-03-19T18:14:22Z,144.843384,-37.675793,373.455048,172.484253,0.300709,-0.283918
2016-03-19T18:14:23Z,144.843414,-37.675953,372.875031,172.713211,0.253575,-0.249856
2016-03-19T18:14:24Z,144.843430,-37.676113,372.331421,172.643570,0.341556,-0.298711
2016-03-19T18:14:25Z,144.843460,-37.676281,371.697998,172.179565,0.556834,-0.301166
2016-03-19T18:14:26Z,144.843491,-37.676437,371.096466,171.799576,0.595441,-0.250600
2016-03-19T18:14:27Z,144.843521,-37.676617,370.499207,171.814758,0.458235,-0.259370
2016-03-19T18:14:28Z,144.843552,-37.676788,369.888306,172.107391,0.303002,-0.305995
2016-03-19T18:14:29Z,144.843582,-37.676960,369.304504,172.539764,-0.015430,-0.019856
2016-03-19T18:14:30Z,144.843613,-37.677147,368.965515,173.069916,-0.372033,-0.045314
2016-03-19T18:14:31Z,144.843643,-37.677319,368.665863,173.491531,-0.381888,-0.134906
2016-03-19T18:14:32Z,144.843674,-37.677502,368.257721,173.427734,-0.109997,-0.112154
2016-03-19T18:14:33Z,144.843689,-37.677681,367.923035,172.374222,0.327777,-0.082242
2016-03-19T18:14:34Z,144.843719,-37.677849,367.639221,170.969864,0.675571,-0.146176
2016-03-19T18:14:35Z,144.843765,-37.678028,367.253815,169.635040,0.745546,-0.130175
2016-03-19T18:14:36Z,144.843811,-37.678215,366.894135,169.072861,0.403677,-0.089342
2016-03-19T18:14:37Z,144.843842,-37.678394,366.502472,169.600784,-0.130005,-0.496174
2016-03-19T18:14:38Z,144.843887,-37.678570,365.764130,170.638855,-0.495820,-0.459346
2016-03-19T18:14:39Z,144.843933,-37.678749,365.028870,171.757965,-0.669763,-0.400821
2016-03-19T18:14:40Z,144.843964,-37.678921,364.400574,172.455231,-0.579913,-0.442304
2016-03-19T18:14:41Z,144.843994,-37.679108,363.651245,172.816132,-0.353142,-0.459120
2016-03-19T18:14:42Z,144.844025,-37.679291,362.885986,172.222885,0.023398,-0.407194
2016-03-19T18:14:43Z,144.844055,-37.679466,362.231567,171.700851,0.175701,-0.426327
2016-03-19T18:14:44Z,144.844086,-37.679653,361.489349,171.483917,0.059440,-0.466331
2016-03-19T18:14:45Z,144.844116,-37.679829,360.745209,171.209427,0.031428,-0.404580
2016-03-19T18:14:46Z,144.844147,-37.680004,360.090729,170.979904,-0.009655,-0.420813
2016-03-19T18:14:47Z,144.844193,-37.680191,359.385071,171.090927,-0.089247,-0.798454
2016-03-19T18:14:48Z,144.844223,-37.680351,358.702484,171.428085,-0.183094,-1.057101
2016-03-19T18:14:49Z,144.844254,-37.680500,358.129395,171.919998,-0.253811,-1.229619
2016-03-19T18:14:50Z,144.844269,-37.680641,357.559875,171.900299,-0.175738,-0.750899
2016-03-19T18:14:51Z,144.844299,-37.680782,356.983582,170.901382,0.280637,-0.573929
2016-03-19T18:14:52Z,144.844330,-37.680923,356.395264,170.055573,0.428228,-0.457789
2016-03-19T18:14:53Z,144.844360,-37.681068,355.854126,169.804153,0.204974,-0.426640
2016-03-19T18:14:54Z,144.844391,-37.681206,355.366577,169.880554,0.032390,-0.466569
2016-03-19T18:14:55Z,144.844421,-37.681347,354.781219,170.147049,-0.050311,-0.470421
2016-03-19T18:14:56Z,144.844452,-37.681488,354.204468,170.511398,-0.107231,-0.428968
2016-03-19T18:14:57Z,144.844482,-37.681637,353.673676,170.943390,-0.140163,-0.267391
2016-03-19T18:14:58Z,144.844513,-37.681774,353.356110,171.384415,-0.231741,-0.132451
2016-03-19T18:14:59Z,144.844543,-37.681911,353.081848,171.831009,-0.229791,-0.169527
2016-03-19T18:15:00Z,144.844574,-37.682056,352.761230,172.312546,-0.241694,-0.116893
2016-03-19T18:15:01Z,144.844589,-37.682190,352.527039,172.746140,-0.274142,-0.116698
2016-03-19T18:15:02Z,144.844620,-37.682335,352.281403,173.201431,-0.265128,-0.162250
2016-03-19T18:15:03Z,144.844635,-37.682476,351.972229,173.659058,-0.266166,-0.165649
2016-03-19T18:15:04Z,144.844650,-37.682621,351.657562,174.113541,-0.298230,-0.124912
2016-03-19T18:15:05Z,144.844681,-37.682758,351.425354,174.544601,-0.290470,-0.248695
2016-03-19T18:15:06Z,144.844696,-37.682896,351.176392,175.054825,-0.334353,-0.244307
2016-03-19T18:15:07Z,144.844711,-37.683025,350.914368,176.347870,-0.500700,-0.828687
2016-03-19T18:15:08Z,144.844711,-37.683140,350.492157,180.116882,-0.754914,-1.100473
2016-03-19T18:15:09Z,144.844711,-37.683254,349.981171,186.440216,-1.755575,-0.642544
2016-03-19T18:15:10Z,144.844681,-37.683369,349.548370,194.189148,-2.243808,-0.523185
2016-03-19T18:15:11Z,144.844650,-37.683475,349.120178,202.577744,-2.574051,-0.568018
2016-03-19T18:15:12Z,144.844589,-37.683578,348.616089,211.351410,-2.770183,-0.583966
2016-03-19T18:15:13Z,144.844498,-37.683674,348.083466,217.772278,-2.251864,-0.569375
2016-03-19T18:15:14Z,144.844421,-37.683762,347.557953,218.095200,-0.539142,-0.551004
2016-03-19T18:15:15Z,144.844330,-37.683849,347.082397,215.631165,0.772532,-0.509776
2016-03-19T18:15:16Z,144.844254,-37.683941,346.626556,213.646957,0.928435,-0.508227
2016-03-19T18:15:17Z,144.844177,-37.684036,346.149597,212.504227,0.524936,-0.525635
2016-03-19T18:15:18Z,144.844101,-37.684128,345.692169,211.938766,0.238164,-0.519022
2016-03-19T18:15:19Z,144.844025,-37.684223,345.249542,211.759857,0.001922,-0.079885
2016-03-19T18:15:20Z,144.843948,-37.684322,345.072784,211.656570,-0.163118,-0.087823
2016-03-19T18:15:21Z,144.843872,-37.684418,344.897614,211.569626,-0.088221,-0.098649
2016-03-19T18:15:22Z,144.843796,-37.684513,344.724609,211.494980,-0.032174,-0.125142
2016-03-19T18:15:23Z,144.843719,-37.684608,344.535278,211.598129,-0.087984,-0.294154
2016-03-19T18:15:24Z,144.843658,-37.684692,344.353058,212.244537,-0.257463,-0.718470
2016-03-19T18:15:25Z,144.843597,-37.684769,344.144531,213.728180,-0.483705,-0.686789
2016-03-19T18:15:26Z,144.843536,-37.684830,344.012665,215.285660,-0.539174,-0.792309
2016-03-19T18:15:27Z,144.843491,-37.684883,343.868805,215.889648,-0.462712,-0.355923
2016-03-19T18:15:28Z,144.843445,-37.684940,343.792725,216.781616,-0.347948,-0.328486
2016-03-19T18:15:29Z,144.843399,-37.684990,343.708282,218.194351,-0.420551,-0.192085
2016-03-19T18:15:30Z,144.843353,-37.685040,343.637512,218.656921,-0.320444,-0.103526
2016-03-19T18:15:31Z,144.843292,-37.685085,343.566833,219.136642,-0.288530,-0.099053
2016-03-19T18:15:32Z,144.843246,-37.685135,343.480255,221.126144,-0.519921,-0.111939
2016-03-19T18:15:33Z,144.843185,-37.685181,343.388519,224.038834,-0.725721,-0.120651
2016-03-19T18:15:34Z,144.843140,-37.685223,343.292938,226.730347,-0.761638,-0.128150
2016-03-19T18:15:35Z,144.843079,-37.685265,343.186005,229.818863,-0.755224,-0.121779
2016-03-19T18:15:36Z,144.843018,-37.685303,343.081940,231.995056,-0.639859,-0.102398
2016-03-19T18:15:37Z,144.842957,-37.685337,342.986115,233.983490,-0.593278,-0.083145
